,price,sold,title,url,amt_cmts,coments,date,descrip,ele_name,first_date,last_date,pc_url
28," 25,000",1.0,斎藤一様専用iPhone SE Space Gray 64 GB SIMフリー,https://item.mercari.com/jp/m53896306358/,,,,,,,,
29," 25,000",1.0,iPhone SE Rose Gold 64 GB SIMフリー,https://item.mercari.com/jp/m51376236174/,,,,,,,,
30," 25,000",1.0,《新品未使用》iPhone SE 32G (SIMロック解除済み),https://item.mercari.com/jp/m48788785634/,,,,,,,,
31," 25,000",1.0,《新品未使用》iPhone SE 32G （SIMロック解除済み）,https://item.mercari.com/jp/m62544930266/,,,,,,,,
32," 25,000",1.0,【simフリー】iPhoneSE 32GB ローズゴールド,https://item.mercari.com/jp/m29413753548/,,,,,,,,
33," 25,000",0.0,iPhone SE Rose Gold 64GB US版SIMフリー,https://item.mercari.com/jp/m70846296626/,,,,,,,,
34," 25,000",1.0,iPhone SE Silver 64 GB SIMフリー,https://item.mercari.com/jp/m41706063401/,,,,,,,,
35," 25,000",1.0,あおいママさん専用,https://item.mercari.com/jp/m94630154224/,,,,,,,,
36," 25,000",1.0,iPhone SE Silver 64 GB SIMフリー,https://item.mercari.com/jp/m31924430945/,,,,,,,,
37," 25,000",1.0,iPhone SE 32GB ゴールド SIMフリー,https://item.mercari.com/jp/m17907096212/,,,,,,,,
38," 25,000",1.0,iPhone SE Space Gray 32 GB UQ mobile,https://item.mercari.com/jp/m67477989693/,,,,,,,,
39," 25,000",1.0,☆美品☆iPhone SE Gold 64 GB SIMフリー,https://item.mercari.com/jp/m79084576196/,,,,,,,,
40," 25,000",1.0,iPhone SE 32GB 新品 未使用 SIMフリー,https://item.mercari.com/jp/m73750714649/,,,,,,,,
41," 25,000",1.0,新品iPhone SE 35GB,https://item.mercari.com/jp/m47091434891/,,,,,,,,
42," 25,000",1.0,iPhone se SIMフリー64　美品☆,https://item.mercari.com/jp/m28946566607/,,,,,,,,
43," 25,000",1.0,iPhone SE Gold 32 GB UQ mobile SIMフリー,https://item.mercari.com/jp/m18360136989/,,,,,,,,
44," 25,000",1.0,SIMフリー iPhone SE Rose Gold 32 GB,https://item.mercari.com/jp/m58769291927/,,,,,,,,
45," 25,000",1.0,iPhone SE Gold 64 GB SIMフリー,https://item.mercari.com/jp/m88242731296/,,,,,,,,
46," 25,000",1.0,iPhone SE Silver 32 GB UQ mobile,https://item.mercari.com/jp/m86644209213/,,,,,,,,
